mgi_id	viability	wol	mp_term_id_homozygote	mp_term_id_heterozygote	mp_term_id_hemizygote	mp_term_name_homozygote	mp_term_name_heterozygote	mp_term_name_hemizygote	allele_symbol_homozygote	allele_symbol_heterozygote	allele_symbol_hemizygote	strain_name_homozygote	strain_name_heterozygote	strain_name_hemizygote	procedure_name_successful	hom_early_adult	hem_early_adult	sucessful_procedures_13	ortholog	hgnc_id	gene_symbol	mean_depmap_gene_effect_score	depmap_essential_05	depmap_essential_1	fusil_all	fusil	max_col_raw	max_col_norm	max_tissue_raw	max_tissue_norm
MGI:1916719	viable	NA	MP:0010088	NA	NA	decreased circulating fructosamine level	NA	NA	Tmco2<tm1a(KOMP)Wtsi>	NA	NA	C57BL/6N	NA	NA	Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Eye Morphology|Fertility of Homozygous Knock-out Mice|Hematology|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Viability Primary Screen|X-ray	11	0	no	one2one	HGNC:23312	TMCO2	0.0824248684362236	n	n	VP	VP	64	64	Testis	Testis
MGI:1916720	viable	NA	MP:0008078|MP:0012764|MP:0002968|MP:0000222|MP:0008075|MP:0010851|MP:0008124|MP:0005015|MP:0013774|MP:0000745|MP:0008806|MP:0005017|MP:0013427|MP:0013019|MP:0010123|MP:0000223|MP:0003179|MP:0013436|MP:0012767|MP:0008045|MP:0008074|MP:0008207|MP:0000579|MP:0013025|MP:0012768|MP:0013023|MP:0005553|MP:0013426|MP:0005344	NA	NA	increased CD8-positive, alpha-beta T cell number|increased alpha-beta T cell number|increased circulating alkaline phosphatase level|decreased neutrophil cell number|decreased CD4-positive, alpha-beta T cell number|decreased effector memory CD8-positive, alpha-beta T cell number|decreased plasmacytoid dendritic cell number|increased T cell number|decreased KLRG1-positive T-helper cell number|tremors|increased circulating amylase level|decreased B cell number|increased memory-marker NK cell number|obsolete increased CD8-positive, alpha beta T cell number|increased bone mineral content|decreased monocyte cell number|thrombocytopenia|increased CD8-positive, naive alpha-beta T cell number|increased KLRG1-positive NK cell number|decreased NK cell number|increased CD4-positive, alpha-beta T cell number|decreased B-2 B cell number|abnormal nail morphology|increased Ly6C low monocyte number|decreased KLRG1-positive NK cell number|decreased Ly6C high monocyte number|increased circulating creatinine level|decreased memory-marker NK cell number|increased circulating bilirubin level	NA	NA	Tmem127<tm1(KOMP)Wtsi>	NA	NA	C57BL/6N	NA	NA	Anti-nuclear antibody assay|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Bone marrow immunophenotyping|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Ear epidermis immunophenotyping|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Mesenteric Lymph Node Immunophenotyping|Spleen Immunophenotyping|Viability Primary Screen|Whole blood peripheral blood leukocyte immunophenotyping|X-ray	20	0	yes	one2one	HGNC:26038	TMEM127	-0.259001041578725	n	n	VP	VP	4	68	Artery_Aorta	Whole_Blood
MGI:1916724	viable	NA	MP:0001392|MP:0005568|MP:0002965	NA	NA	abnormal locomotor behavior|increased circulating total protein level|increased circulating serum albumin level	NA	NA	Vps37b<em1(IMPC)H>	NA	NA	C57BL/6NTac	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Viability Primary Screen|X-ray	12	0	no	one2one	HGNC:25754	VPS37B	-0.0703751139459524	n	n	VP	VP	32	68	Esophagus_Mucosa	Whole_Blood
MGI:1916732	lethal	NA	MP:0011100	MP:0010052|MP:0009476	NA	preweaning lethality, complete penetrance	increased grip strength|enlarged cecum	NA	Nup35<tm1b(EUCOMM)Wtsi>	Nup35<tm1b(EUCOMM)Wtsi>	NA	C57BL/6NCrl	C57BL/6NCrl	NA	NA	NA	NA	NA	one2one	HGNC:29797	NUP35	-0.460371916744322	n	n	DL	DL	64	64	Testis	Testis
MGI:1916742	viable	NA	MP:0005554|MP:0000198|MP:0001925|MP:0002060	NA	NA	decreased circulating creatinine level|decreased circulating phosphate level|male infertility|abnormal skin morphology	NA	NA	Frey1<tm1.1(KOMP)Vlcg>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	18	0	yes	one2one	HGNC:37213	FREY1	-0.0396560262934674	n	n	VP	VP	64	64	Testis	Testis
MGI:1916761	viable	NA	MP:0002932|MP:0002135	NA	NA	abnormal joint morphology|abnormal kidney morphology	NA	NA	Klk12<em1(IMPC)Ccpcz>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Dark-Light Test|Echo|Electrocardiogram (ECG)|Eye Morphology|Fear Conditioning|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Immunophenotyping|Indirect Calorimetry|Intraperitoneal glucose tolerance test (IPGTT)|Lung mechanics by forced oscillations|Open Field|Organ Weight|Viability Primary Screen|X-ray	22	0	yes	one2one	HGNC:6360	KLK12	0.0311052542274157	n	n	VP	VP	32	32	Esophagus_Mucosa	Esophagus_Mucosa
MGI:1916769	viable	NA	MP:0000221|MP:0000195|MP:0003961|MP:0010124|MP:0005343|MP:0000063	NA	NA	decreased leukocyte cell number|decreased circulating calcium level|decreased lean body mass|decreased bone mineral content|increased circulating aspartate transaminase level|decreased bone mineral density	NA	NA	Rwdd2a<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	one2one	HGNC:21385	RWDD2A	0.0437563532731356	n	n	VP	VP	64	49	Testis	Pancreas_Acini
MGI:1916778	viable	NA	MP:0005635|MP:0010506|MP:0005559	NA	NA	decreased circulating bilirubin level|prolonged RR interval|increased circulating glucose level	NA	NA	1700030J22Rik<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	one2one	HGNC:26525	C16orf46	-0.0228374192872717	n	n	VP	VP	64	64	Testis	Testis
MGI:1916784	viable	NA	MP:0004738|MP:0005599|MP:0003928	NA	NA	abnormal auditory brainstem response|increased cardiac muscle contractility|increased heart rate variability	NA	NA	Avpi1<tm1b(EUCOMM)Hmgu>	NA	NA	C57BL/6NTac	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Echo|Electrocardiogram (ECG)|Eye Morphology|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Viability Primary Screen|X-ray	18	0	yes	one2one	HGNC:30898	AVPI1	-0.0204205022833672	n	n	VP	VP	55	55	Skin_Sun_Exposed_Lower_leg	Skin_Sun_Exposed_Lower_leg
MGI:1916785	viable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	one2one	HGNC:37242	TEN1	-0.411011758186521	n	n	NA	NA	55	62	Skin_Sun_Exposed_Lower_leg	Stomach_Mucosa
MGI:1916786	viable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Eye Morphology|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	13	0	yes	one2one	HGNC:24923	HEMK1	0.0164751213896111	n	n	VnP	VnP	65	49	Thyroid	Pancreas_Acini
MGI:1916789	viable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	one2one	HGNC:34348	TRNP1	-0.16052985948118	n	n	VnP	VnP	22	22	Cells_Cultured_fibroblasts	Cells_Cultured_fibroblasts
MGI:1916797	viable	NA	MP:0010052|MP:0010124|MP:0001392	NA	NA	increased grip strength|decreased bone mineral content|abnormal locomotor behavior	NA	NA	Nkpd1<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	one2one	HGNC:24739	NKPD1	NA	NA	NA	no_depmap_data	NA	54	54	Skin_Not_Sun_Exposed_Suprapubic	Skin_Not_Sun_Exposed_Suprapubic
MGI:1916800	viable	NA	MP:0000598|MP:0002989|MP:0000601|MP:0002135|MP:0002060	NA	NA	abnormal liver morphology|small kidney|small liver|abnormal kidney morphology|abnormal skin morphology	NA	NA	Bst2<em1(IMPC)Mbp>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fear Conditioning|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	19	0	yes	one2one	HGNC:1119	BST2	-0.0403504242998967	n	n	VP	VP	47	multiple	Ovary	multiple
MGI:1916804	lethal	not determined	MP:0011100	MP:0001402|MP:0000219|MP:0002060|MP:0000432|MP:0005016|MP:0001314|MP:0010024|MP:0000745|MP:0000443|MP:0005553	NA	preweaning lethality, complete penetrance	decreased locomotor activity|increased neutrophil cell number|abnormal skin morphology|abnormal head morphology|decreased lymphocyte cell number|corneal opacity|increased total body fat amount|tremors|abnormal snout morphology|increased circulating creatinine level	NA	Klhdc2<tm1b(EUCOMM)Hmgu>	Klhdc2<tm1a(EUCOMM)Hmgu>|Klhdc2<tm1b(EUCOMM)Hmgu>	NA	C57BL/6NTac	C57BL/6NTac	NA	NA	NA	NA	NA	one2one	HGNC:20231	KLHDC2	0.184005406418772	n	n	DL	DL	47	49	Ovary	Pancreas_Acini
MGI:1916806	lethal	NA	MP:0011100	MP:0002833|MP:0004738|MP:0005011|MP:0002606	NA	preweaning lethality, complete penetrance	increased heart weight|abnormal auditory brainstem response|increased eosinophil cell number|increased basophil cell number	NA	Bod1<tm1b(KOMP)Wtsi>	Bod1<tm1b(KOMP)Wtsi>	NA	C57BL/6N	C57BL/6N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_one2one_orhtolog	NA	NA	NA	NA	NA
MGI:1916812	lethal	not determined	MP:0011100	MP:0001488	NA	preweaning lethality, complete penetrance	increased startle reflex	NA	Cdk13<tm1b(EUCOMM)Hmgu>	Cdk13<tm1b(EUCOMM)Hmgu>	NA	C57BL/6NTac|C57BL/6NCrl	C57BL/6NTac	NA	NA	NA	NA	NA	one2one	HGNC:1733	CDK13	-0.0973593744810563	n	n	DL	DL	57	57	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate
MGI:1916814	viable	NA	MP:0005633|MP:0001566	NA	NA	increased circulating sodium level|increased circulating phosphate level	NA	NA	Nmrk2<tm1.1(KOMP)Vlcg>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Electroconvulsive Threshold Testing|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Histopathology|Hole-board Exploration|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Plasma Chemistry|Rotarod|Sleep Wake|Tail Suspension|Viability Primary Screen	24	0	yes	one2one	HGNC:17871	NMRK2	-0.0274899466796564	n	n	VP	VP	35	35	Heart_Atrial_Appendage	Heart_Atrial_Appendage
MGI:1916818	viable	NA	MP:0000195|MP:0001399|MP:0003960|MP:0002590|MP:0005419|MP:0013279|MP:0002875|MP:0005567|MP:0000221|MP:0003795|MP:0005179|MP:0010124|MP:0005561|MP:0005278	NA	NA	decreased circulating calcium level|hyperactivity|increased lean body mass|increased mean corpuscular volume|decreased circulating serum albumin level|increased fasting circulating glucose level|decreased erythrocyte cell number|decreased circulating total protein level|decreased leukocyte cell number|abnormal bone structure|decreased circulating cholesterol level|decreased bone mineral content|increased mean corpuscular hemoglobin|abnormal cholesterol homeostasis	NA	NA	Vkorc1l1<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	one2one	HGNC:21492	VKORC1L1	-0.168981157104109	n	n	VP	VP	1	1	Adipose_Subcutaneous	Adipose_Subcutaneous
MGI:1916823	viable	NA	MP:0010580|MP:0005140|MP:0000280	NA	NA	decreased heart left ventricle size|decreased cardiac muscle contractility|thin ventricular wall	NA	NA	Hilpda<em1(IMPC)Mhzh>	NA	NA	C57BL/6N	NA	NA	Auditory Brain Stem Response|Echo|Fertility of Homozygous Knock-out Mice|Viability Primary Screen	4	0	no	one2one	HGNC:28859	HILPDA	0.0429954704659492	n	n	VP	VP	32	32	Esophagus_Mucosa	Esophagus_Mucosa
MGI:1916824	viable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anti-nuclear antibody assay|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Bone marrow immunophenotyping|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Ear epidermis immunophenotyping|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Mesenteric Lymph Node Immunophenotyping|Spleen Immunophenotyping|Viability Primary Screen|Whole blood peripheral blood leukocyte immunophenotyping|X-ray	20	0	yes	one2one	HGNC:25090	CMBL	0.152598011677235	n	n	VnP	VnP	28	29	Colon_Transverse_Mixed_Cell	Colon_Transverse_Mucosa
MGI:1916835	viable	NA	MP:0020870|MP:0005564|MP:0008810|MP:0005561|MP:0009141	NA	NA	decreased thigmotaxis|increased hemoglobin content|increased circulating iron level|increased mean corpuscular hemoglobin|increased prepulse inhibition	NA	NA	Hjv<tm1b(KOMP)Wtsi>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Electroconvulsive Threshold Testing|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Hole-board Exploration|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Rotarod|Sleep Wake|Tail Suspension|Urinalysis|Viability Primary Screen	23	0	yes	one2one	HGNC:4887	HJV	-0.38912319088334	n	n	VP	VP	45	45	Muscle_Skeletal	Muscle_Skeletal
MGI:1916837	lethal	late lethal	MP:0000562|MP:0000564|MP:0003743|MP:0011100|MP:0002109|MP:0002111|MP:0000111|MP:0001697|MP:0001297|MP:0008797	MP:0001399|MP:0009142	NA	polydactyly|syndactyly|abnormal facial morphology|preweaning lethality, complete penetrance|abnormal limb morphology|abnormal tail morphology|cleft palate|abnormal embryo size|microphthalmia|facial cleft	hyperactivity|decreased prepulse inhibition	NA	Pcgf3<em1(IMPC)Bay>	Pcgf3<em1(IMPC)Bay>	NA	C57BL/6N	C57BL/6N	NA	NA	NA	NA	NA	one2one	HGNC:10066	PCGF3	0.0535062502379169	n	n	DL	DL	57	57	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate
MGI:1916846	viable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	6	0	no	one2one	HGNC:15875	AP5S1	-0.0116984976698498	n	n	VnP_insufficient_procedures	NA	64	40	Testis	Liver_Hepatocyte
MGI:1916858	lethal	NA	MP:0011100	MP:0000470|MP:0005293|MP:0000598	NA	preweaning lethality, complete penetrance	abnormal stomach morphology|impaired glucose tolerance|abnormal liver morphology	NA	Sec24d<em1(IMPC)Rbrc>	Sec24d<em1(IMPC)Rbrc>	NA	C57BL/6NJcl	C57BL/6NJcl	NA	NA	NA	NA	NA	one2one	HGNC:10706	SEC24D	0.0722414236559323	n	n	DL	DL	22	22	Cells_Cultured_fibroblasts	Cells_Cultured_fibroblasts
MGI:1916865	viable	NA	MP:0002727|MP:0001513	NA	NA	decreased circulating insulin level|limb grasping	NA	NA	Rab15<tm1a(KOMP)Wtsi>	NA	NA	C57BL/6N	NA	NA	Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Histopathology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Viability Primary Screen|X-ray	14	0	yes	one2one	HGNC:20150	RAB15	-0.0465661282494528	n	n	VP	VP	12	12	Brain_Cerebellum	Brain_Cerebellum
MGI:1916867	lethal	no data	MP:0011100	NA	NA	preweaning lethality, complete penetrance	NA	NA	Pitrm1<tm1a(KOMP)Wtsi>	NA	NA	C57BL/6N	NA	NA	NA	NA	NA	NA	one2one	HGNC:17663	PITRM1	-0.308715731253774	n	n	DL	DL	4	45	Artery_Aorta	Muscle_Skeletal
MGI:1916882	subviable	NA	MP:0001697|MP:0003984|MP:0011110	MP:0001402|MP:0000266|MP:0003984|MP:0001697|MP:0000274|MP:0009141|MP:0000277	NA	abnormal embryo size|embryonic growth retardation|preweaning lethality, incomplete penetrance	decreased locomotor activity|abnormal heart morphology|embryonic growth retardation|abnormal embryo size|enlarged heart|increased prepulse inhibition|abnormal heart shape	NA	Arhgef12<tm1b(KOMP)Wtsi>	Arhgef12<tm1b(KOMP)Wtsi>	NA	C57BL/6NCrl	C57BL/6NCrl	NA	NA	NA	NA	NA	one2one	HGNC:14193	ARHGEF12	-0.0097809273111854	n	n	SV	SV	11	11	Brain_Cerebellar_Hemisphere	Brain_Cerebellar_Hemisphere
MGI:1916884	viable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|Echo|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Viability Primary Screen|X-ray	13	0	yes	one2one	HGNC:18355	CLYBL	0.0787845641468315	n	n	VnP	VnP	38	39	Kidney_Medulla	Liver
MGI:1916885	viable	NA	MP:0001406	NA	NA	abnormal gait	NA	NA	Dapk1<tm1b(EUCOMM)Hmgu>	NA	NA	C57BL/6NTac	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Combined SHIRPA and Dysmorphology|Echo|Electrocardiogram (ECG)|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Viability Primary Screen	11	0	no	one2one	HGNC:2674	DAPK1	-0.0309075543692181	n	n	VP	VP	47	47	Ovary	Ovary
MGI:1916888	viable	NA	MP:0001402	NA	NA	decreased locomotor activity	NA	NA	Enho<tm1.1(KOMP)Vlcg>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	18	0	yes	one2one	HGNC:24838	ENHO	-0.158825992385629	n	n	VP	VP	8	multiple	Brain_Amygdala	multiple
MGI:1916889	lethal	early lethal	MP:0011100|MP:0013292|MP:0013293	MP:0005561|MP:0002079	NA	preweaning lethality, complete penetrance|embryonic lethality prior to organogenesis|embryonic lethality prior to tooth bud stage	increased mean corpuscular hemoglobin|increased circulating insulin level	NA	Exosc8<tm1.1(KOMP)Vlcg>	Exosc8<tm1.1(KOMP)Vlcg>	NA	C57BL/6NJ	C57BL/6NJ	NA	NA	NA	NA	NA	one2one	HGNC:17035	EXOSC8	-1.1040957257439	y	y	CL	CL	57	57	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate
MGI:1916912	subviable	NA	MP:0011110	NA	NA	preweaning lethality, incomplete penetrance	NA	NA	2310061I04Rik<em1(IMPC)Bay>	NA	NA	C57BL/6N	NA	NA	NA	NA	NA	NA	one2one	HGNC:21301	C6orf136	-0.115401810254608	n	n	SV	SV	11	29	Brain_Cerebellar_Hemisphere	Colon_Transverse_Mucosa
MGI:1916913	lethal	no data	MP:0011100	MP:0010025|MP:0005179	NA	preweaning lethality, complete penetrance	decreased total body fat amount|decreased circulating cholesterol level	NA	Ddx51<tm1a(KOMP)Wtsi>	Ddx51<tm1a(KOMP)Wtsi>	NA	C57BL/6N	C57BL/6N	NA	NA	NA	NA	NA	one2one	HGNC:20082	DDX51	-0.978969661798998	y	n	CL	CL	12	12	Brain_Cerebellum	Brain_Cerebellum
MGI:1916924	viable	NA	MP:0003731	NA	NA	abnormal retina outer nuclear layer morphology	NA	NA	Mif4gd<tm1b(KOMP)Wtsi>	NA	NA	C57BL/6N	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|Echo|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Intraperitoneal glucose tolerance test (IPGTT)|Organ Weight|Viability Primary Screen|X-ray	13	0	yes	one2one	HGNC:24030	MIF4GD	-0.200014295309255	n	n	VP	VP	57	45	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Muscle_Skeletal
MGI:1916925	subviable	NA	MP:0001399|MP:0011110|MP:0010052|MP:0020870|MP:0002574|MP:0001293|MP:0001314|MP:0002075	NA	NA	hyperactivity|preweaning lethality, incomplete penetrance|increased grip strength|decreased thigmotaxis|increased vertical activity|anophthalmia|corneal opacity|abnormal coat/hair pigmentation	NA	NA	Pxdn<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	14	0	yes	one2one	HGNC:14966	PXDN	0.124992096868364	n	n	SV	SV	22	22	Cells_Cultured_fibroblasts	Cells_Cultured_fibroblasts
MGI:1916933	viable	NA	MP:0013278|MP:0001406|MP:0001392|MP:0000280|MP:0001529	NA	NA	decreased fasting circulating glucose level|abnormal gait|abnormal locomotor behavior|thin ventricular wall|abnormal vocalization	NA	NA	Emc10<tm1b(EUCOMM)Wtsi>	NA	NA	C57BL/6NTac	NA	NA	Combined SHIRPA and Dysmorphology|Echo|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Viability Primary Screen	8	0	no	one2one	HGNC:27609	EMC10	0.0386981492377397	n	n	VP	VP	50	50	Pancreas_Islets	Pancreas_Islets
MGI:1916941	viable	NA	MP:0002941|MP:0002075|MP:0010052	NA	NA	increased circulating alanine transaminase level|abnormal coat/hair pigmentation|increased grip strength	NA	NA	Sel1l3<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	one2one	HGNC:29108	SEL1L3	-0.0423638711088704	n	n	VP	VP	57	57	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate
