mgi_id	viability	wol	mp_term_id_homozygote	mp_term_id_heterozygote	mp_term_id_hemizygote	mp_term_name_homozygote	mp_term_name_heterozygote	mp_term_name_hemizygote	allele_symbol_homozygote	allele_symbol_heterozygote	allele_symbol_hemizygote	strain_name_homozygote	strain_name_heterozygote	strain_name_hemizygote	procedure_name_successful	hom_early_adult	hem_early_adult	sucessful_procedures_13	ortholog	hgnc_id	gene_symbol	mean_depmap_gene_effect_score	depmap_essential_05	depmap_essential_1	fusil_all	fusil	max_col_raw	max_col_norm	max_tissue_raw	max_tissue_norm
MGI:101759	viable	NA	MP:0001399|MP:0001406|MP:0005565|MP:0010088|MP:0005419	NA	NA	hyperactivity|abnormal gait|increased blood urea nitrogen level|decreased circulating fructosamine level|decreased circulating serum albumin level	NA	NA	Syt4<em2(IMPC)H>	NA	NA	C57BL/6NTac	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fear Conditioning|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Hematology|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	17	0	yes	one2one	HGNC:11512	SYT4	0.0746914127896753	n	n	VP	VP	11	11	Brain_Cerebellar_Hemisphere	Brain_Cerebellar_Hemisphere
MGI:101760	lethal	early lethal	MP:0013292|MP:0011100	MP:0005333|MP:0010506|MP:0010053|MP:0002941	NA	embryonic lethality prior to organogenesis|preweaning lethality, complete penetrance	decreased heart rate|prolonged RR interval|decreased grip strength|increased circulating alanine transaminase level	NA	Sfswap<em1(IMPC)J>	Sfswap<em1(IMPC)J>	NA	C57BL/6NJ	C57BL/6NJ	NA	NA	NA	NA	NA	one2one	HGNC:10790	SFSWAP	-0.76925080682683	y	n	CL	CL	46	46	Nerve_Tibial	Nerve_Tibial
MGI:101766	lethal	late lethal	MP:0011100|MP:0003984|MP:0001785|MP:0000111|MP:0000428|MP:0001711	MP:0000691|MP:0002135|MP:0000266|MP:0000689|MP:0001289|MP:0002060|MP:0000220|MP:0000274|MP:0006203|MP:0005013|MP:0003068|MP:0001711|MP:0000218	NA	preweaning lethality, complete penetrance|embryonic growth retardation|edema|cleft palate|abnormal craniofacial morphology|abnormal placenta morphology	enlarged spleen|abnormal kidney morphology|abnormal heart morphology|abnormal spleen morphology|persistence of hyaloid vascular system|abnormal skin morphology|increased monocyte cell number|enlarged heart|eye hemorrhage|increased lymphocyte cell number|enlarged kidney|abnormal placenta morphology|increased leukocyte cell number	NA	Ryk<em1(IMPC)Mbp>	Ryk<em1(IMPC)Mbp>	NA	C57BL/6NCrl	C57BL/6NCrl	NA	NA	NA	NA	NA	one2one	HGNC:10481	RYK	-0.135959261408688	n	n	DL	DL	47	47	Ovary	Ovary
MGI:101769	lethal	early lethal	MP:0013292|MP:0011100	MP:0003984|MP:0002092|MP:0000702|MP:0002590|MP:0001297|MP:0002339|MP:0010052|MP:0000692|MP:0002188|MP:0001293|MP:0000266	NA	embryonic lethality prior to organogenesis|preweaning lethality, complete penetrance	embryonic growth retardation|abnormal eye morphology|enlarged lymph nodes|increased mean corpuscular volume|microphthalmia|abnormal lymph node morphology|increased grip strength|small spleen|small heart|anophthalmia|abnormal heart morphology	NA	Mcl1<em1(IMPC)Mbp>	Mcl1<em1(IMPC)Mbp>	NA	C57BL/6NCrl	C57BL/6NCrl	NA	NA	NA	NA	NA	one2one	HGNC:6943	MCL1	-0.75665975306318	y	n	CL	CL	42	42	Liver_Portal_Tract	Liver_Portal_Tract
MGI:101770	viable	NA	MP:0004906|MP:0002092|MP:0001102|MP:0001488	NA	NA	enlarged uterus|abnormal eye morphology|small superior vagus ganglion|increased startle reflex	NA	NA	Bfsp1<tm1b(EUCOMM)Wtsi>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	19	0	yes	one2one	HGNC:1040	BFSP1	0.0169672984430426	n	n	VP	VP	64	19	Testis	Brain_Spinal_cord_cervical_c.1
MGI:101774	viable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Fertility of Homozygous Knock-out Mice|Viability Primary Screen	2	0	no	one2one	HGNC:1698	CD79A	0.0977717268171295	n	n	VnP_insufficient_procedures	NA	57	57	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate
MGI:101784	viable	NA	MP:0005179|MP:0002833|MP:0003019	NA	NA	decreased circulating cholesterol level|increased heart weight|increased circulating chloride level	NA	NA	Nes<tm1b(KOMP)Wtsi>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Electroconvulsive Threshold Testing|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Hole-board Exploration|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Plasma Chemistry|Rotarod|Sleep Wake|Tail Suspension|Viability Primary Screen	23	0	yes	one2one	HGNC:7756	NES	-0.0718626565872956	n	n	VP	VP	46	35	Nerve_Tibial	Heart_Atrial_Appendage
MGI:101785	lethal	NA	MP:0011100|MP:0013293|MP:0013292	NA	NA	preweaning lethality, complete penetrance|embryonic lethality prior to tooth bud stage|embryonic lethality prior to organogenesis	NA	NA	Mybl2<tm1.1(KOMP)Vlcg>	NA	NA	C57BL/6NCrl	NA	NA	NA	NA	NA	NA	one2one	HGNC:7548	MYBL2	-0.478149093462563	n	n	DL	DL	23	23	Cells_EBV.transformed_lymphocytes	Cells_EBV.transformed_lymphocytes
MGI:101786	lethal	intermediate lethal	MP:0013294|MP:0003984|MP:0000783|MP:0000428|MP:0001697|MP:0011100|MP:0001293|MP:0001297	MP:0005560|MP:0005627|MP:0001325|MP:0005343	NA	prenatal lethality prior to heart atrial septation|embryonic growth retardation|abnormal forebrain morphology|abnormal craniofacial morphology|abnormal embryo size|preweaning lethality, complete penetrance|anophthalmia|microphthalmia	decreased circulating glucose level|increased circulating potassium level|abnormal retina morphology|increased circulating aspartate transaminase level	NA	Mtf1<tm1b(KOMP)Wtsi>	Mtf1<tm1b(KOMP)Wtsi>	NA	C57BL/6NJ	C57BL/6NJ	NA	NA	NA	NA	NA	one2one	HGNC:7428	MTF1	-0.210786870956564	n	n	DL	DL	64	68	Testis	Whole_Blood
MGI:101805	subviable	NA	MP:0011239|MP:0011100|MP:0001697|MP:0011110|MP:0001785	MP:0001258	NA	abnormal skin coloration|preweaning lethality, complete penetrance|abnormal embryo size|preweaning lethality, incomplete penetrance|edema	decreased body length	NA	Gys1<em1(IMPC)Bay>	Gys1<em1(IMPC)Bay>	NA	C57BL/6N	C57BL/6N	NA	NA	NA	NA	NA	one2one	HGNC:4706	GYS1	0.000272537407542179	n	n	SV	SV	45	45	Muscle_Skeletal	Muscle_Skeletal
MGI:101813	lethal	early lethal	MP:0013292|MP:0011100	MP:0010053|MP:0001529|MP:0001392	NA	embryonic lethality prior to organogenesis|preweaning lethality, complete penetrance	decreased grip strength|abnormal vocalization|abnormal locomotor behavior	NA	Coq3<em1(IMPC)J>	Coq3<em1(IMPC)J>	NA	C57BL/6NJ	C57BL/6NJ	NA	NA	NA	NA	NA	one2one	HGNC:18175	COQ3	-0.165738655687676	n	n	DL	DL	11	36	Brain_Cerebellar_Hemisphere	Heart_Left_Ventricle
MGI:101825	viable	NA	MP:0000062|MP:0010052	NA	NA	increased bone mineral density|increased grip strength	NA	NA	Tango2<em1(IMPC)Bay>	NA	NA	C57BL/6N	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|Echo|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Organ Weight|Viability Primary Screen|X-ray	15	0	yes	one2one	HGNC:25439	TANGO2	-0.147664176104786	n	n	VP	VP	68	68	Whole_Blood	Whole_Blood
MGI:101833	viable	NA	MP:0002833	NA	MP:0002079	increased heart weight	NA	increased circulating insulin level	Elk1<tm1.1(KOMP)Vlcg>	NA	Elk1<tm1.1(KOMP)Vlcg>	C57BL/6NJ	NA	C57BL/6NJ	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Electroconvulsive Threshold Testing|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Rotarod|Sleep Wake|Urinalysis|Viability Primary Screen	20	0	yes	one2one	HGNC:3321	ELK1	-0.171964331745821	n	n	VP	VP	47	17	Ovary	Brain_Nucleus_accumbens_basal_ganglia
MGI:101835	lethal	no data	MP:0011100	MP:0012765|MP:0008079|MP:0003019	NA	preweaning lethality, complete penetrance	decreased alpha-beta T cell number|decreased CD8-positive, alpha-beta T cell number|increased circulating chloride level	NA	Traf2<tm1a(EUCOMM)Wtsi>	Traf2<tm1a(EUCOMM)Wtsi>	NA	C57BL/6N	C57BL/6N	NA	NA	NA	NA	NA	one2one	HGNC:12032	TRAF2	-0.315719146805491	n	n	DL	DL	23	23	Cells_EBV.transformed_lymphocytes	Cells_EBV.transformed_lymphocytes
MGI:101847	viable	NA	MP:0002060|MP:0010097|MP:0002792|MP:0002608|MP:0013279|MP:0003179	NA	NA	abnormal skin morphology|abnormal retina blood vessel morphology|abnormal retina vasculature morphology|increased hematocrit|increased fasting circulating glucose level|thrombocytopenia	NA	NA	Ifi205<em1(IMPC)Tcp>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fear Conditioning|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field|Viability Primary Screen|X-ray	18	0	yes	NA	NA	NA	NA	NA	NA	no_one2one_orhtolog	NA	NA	NA	NA	NA
MGI:101848	subviable	NA	MP:0011110	NA	NA	preweaning lethality, incomplete penetrance	NA	NA	Gnb5<tm1.1(KOMP)Vlcg>	NA	NA	C57BL/6NJ	NA	NA	NA	NA	NA	NA	one2one	HGNC:4401	GNB5	0.0229796818202405	n	n	SV	SV	11	11	Brain_Cerebellar_Hemisphere	Brain_Cerebellar_Hemisphere
MGI:101850	viable	NA	MP:0002606|MP:0005011|MP:0005561|MP:0004953|MP:0005641|MP:0000220|MP:0000222	NA	NA	increased basophil cell number|increased eosinophil cell number|increased mean corpuscular hemoglobin|decreased spleen weight|increased mean corpuscular hemoglobin concentration|increased monocyte cell number|decreased neutrophil cell number	NA	NA	Usp45<em1(IMPC)Marc>|Usp45<em1(IMPC)H>	NA	NA	C57BL/6N|C57BL/6NTac	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Echo|Eye Morphology|Grip Strength|Gross Pathology and Tissue Collection|Hematology|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	15	0	yes	one2one	HGNC:20080	USP45	0.0641468913078234	n	n	VP	VP	11	11	Brain_Cerebellar_Hemisphere	Brain_Cerebellar_Hemisphere
MGI:101857	viable	NA	MP:0001926|MP:0002599|MP:0010123|MP:0002606|MP:0005292|MP:0005011|MP:0001402|MP:0010025|MP:0003960|MP:0013278|MP:0005633|MP:0000218|MP:0001925|MP:0005560|MP:0010088	NA	NA	female infertility|increased mean platelet volume|increased bone mineral content|increased basophil cell number|improved glucose tolerance|increased eosinophil cell number|decreased locomotor activity|decreased total body fat amount|increased lean body mass|decreased fasting circulating glucose level|increased circulating sodium level|increased leukocyte cell number|male infertility|decreased circulating glucose level|decreased circulating fructosamine level	NA	NA	Usp15<em1(IMPC)Marc>|Usp15<tm1b(EUCOMM)Wtsi>	NA	NA	C57BL/6N	NA	NA	Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Fertility of Homozygous Knock-out Mice|Hematology|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Viability Primary Screen	8	0	no	one2one	HGNC:12613	USP15	-0.14848885314161	n	n	VP	VP	68	68	Whole_Blood	Whole_Blood
MGI:101863	viable	NA	MP:0005576|MP:0001399|MP:0005573|MP:0004738|MP:0002135	NA	NA	decreased pulmonary ventilation|hyperactivity|increased pulmonary respiratory rate|abnormal auditory brainstem response|abnormal kidney morphology	NA	NA	Aldoc<tm1.1(KOMP)Vlcg>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	19	0	yes	one2one	HGNC:418	ALDOC	-0.350766894396069	n	n	VP	VP	12	12	Brain_Cerebellum	Brain_Cerebellum
MGI:101875	viable	NA	MP:0005573|MP:0005576|MP:0000438|MP:0001314|MP:0012125|MP:0003179|MP:0002599	NA	NA	increased pulmonary respiratory rate|decreased pulmonary ventilation|abnormal cranium morphology|corneal opacity|decreased bronchoconstrictive response|thrombocytopenia|increased mean platelet volume	NA	NA	Thpo<tm1.1(KOMP)Vlcg>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	19	0	yes	one2one	HGNC:11795	THPO	-0.0533187201706477	n	n	VP	VP	40	40	Liver_Hepatocyte	Liver_Hepatocyte
MGI:101876	lethal	not determined	MP:0001697|MP:0013293|MP:0001700|MP:0011100	MP:0005293|MP:0005543|MP:0010024|MP:0011960|MP:0002100|MP:0001325|MP:0009142	NA	abnormal embryo size|embryonic lethality prior to tooth bud stage|abnormal embryo turning|preweaning lethality, complete penetrance	impaired glucose tolerance|decreased cornea thickness|increased total body fat amount|abnormal eye anterior chamber depth|abnormal tooth morphology|abnormal retina morphology|decreased prepulse inhibition	NA	Tead1<tm1b(KOMP)Wtsi>	Tead1<tm1b(KOMP)Wtsi>|Tead1<tm1a(KOMP)Wtsi>	NA	C57BL/6N	C57BL/6N	NA	NA	NA	NA	NA	one2one	HGNC:11714	TEAD1	-0.244127440945635	n	n	DL	DL	22	22	Cells_Cultured_fibroblasts	Cells_Cultured_fibroblasts
MGI:101878	viable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	19	0	yes	NA	NA	NA	NA	NA	NA	no_one2one_orhtolog	NA	NA	NA	NA	NA
MGI:101899	viable	NA	MP:0001147|MP:0000703|MP:0000689|MP:0000702|MP:0001488|MP:0005011|MP:0002968|MP:0000691|MP:0002339|MP:0001146|MP:0005343|MP:0004122|MP:0000709|MP:0005385	NA	NA	small testis|abnormal thymus morphology|abnormal spleen morphology|enlarged lymph nodes|increased startle reflex|increased eosinophil cell number|increased circulating alkaline phosphatase level|enlarged spleen|abnormal lymph node morphology|abnormal testis morphology|increased circulating aspartate transaminase level|abnormal sinus arrhythmia|enlarged thymus|cardiovascular system phenotype	NA	NA	Pla2g5<em1(IMPC)Ccpcz>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Dark-Light Test|Echo|Electrocardiogram (ECG)|Eye Morphology|Fear Conditioning|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Immunophenotyping|Indirect Calorimetry|Intraperitoneal glucose tolerance test (IPGTT)|Lung mechanics by forced oscillations|Open Field|Organ Weight|Viability Primary Screen|X-ray	23	0	yes	one2one	HGNC:9038	PLA2G5	-0.0407535399920238	n	n	VP	VP	47	35	Ovary	Heart_Atrial_Appendage
MGI:101901	viable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Sleep Wake|Urinalysis|Viability Primary Screen	19	0	yes	NA	NA	NA	NA	NA	NA	no_one2one_orhtolog	NA	NA	NA	NA	NA
MGI:101910	viable	NA	MP:0001488	NA	NA	increased startle reflex	NA	NA	F2rl1<tm1b(EUCOMM)Wtsi>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Electroconvulsive Threshold Testing|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Rotarod|Sleep Wake|Urinalysis|Viability Primary Screen	21	0	yes	one2one	HGNC:3538	F2RL1	0.00774016560685375	n	n	VP	VP	28	29	Colon_Transverse_Mixed_Cell	Colon_Transverse_Mucosa
MGI:101916	viable	NA	MP:0005561|MP:0002875	NA	NA	increased mean corpuscular hemoglobin|decreased erythrocyte cell number	NA	NA	Fabp7<em1(IMPC)H>	NA	NA	C57BL/6NTac	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fear Conditioning|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Hematology|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen	16	0	yes	one2one	HGNC:3562	FABP7	0.0879591835481345	n	n	VP	VP	11	11	Brain_Cerebellar_Hemisphere	Brain_Cerebellar_Hemisphere
MGI:101917	viable	NA	MP:0000063|MP:0010124|MP:0010097	NA	NA	decreased bone mineral density|decreased bone mineral content|abnormal retina blood vessel morphology	NA	NA	Bcap29<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	one2one	HGNC:24131	BCAP29	-0.00968745344677649	n	n	VP	VP	65	65	Thyroid	Thyroid
MGI:101919	lethal	early lethal	MP:0013292|MP:0011100	MP:0010024|MP:0001399|MP:0003961|MP:0001325|MP:0001304|MP:0010124|MP:0002574|MP:0008259	NA	embryonic lethality prior to organogenesis|preweaning lethality, complete penetrance	increased total body fat amount|hyperactivity|decreased lean body mass|abnormal retina morphology|cataract|decreased bone mineral content|increased vertical activity|abnormal optic disk morphology	NA	Ap1g1<tm1b(EUCOMM)Hmgu>	Ap1g1<tm1b(EUCOMM)Hmgu>	NA	C57BL/6NJ	C57BL/6NJ	NA	NA	NA	NA	NA	one2one	HGNC:555	AP1G1	-0.139814052566513	n	n	DL	DL	57	50	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Pancreas_Islets
MGI:101921	viable	NA	MP:0001399|MP:0005292|MP:0005554|MP:0002591|MP:0001529|MP:0002075|MP:0005562	MP:0010053|MP:0002075|MP:0001529	NA	hyperactivity|improved glucose tolerance|decreased circulating creatinine level|decreased mean corpuscular volume|abnormal vocalization|abnormal coat/hair pigmentation|decreased mean corpuscular hemoglobin	decreased grip strength|abnormal coat/hair pigmentation|abnormal vocalization	NA	Ap2a1<em1(IMPC)J>	Ap2a1<em1(IMPC)J>	NA	C57BL/6NJ	C57BL/6NJ	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	13	0	yes	one2one	HGNC:561	AP2A1	-0.0406449390017822	n	n	VP	VP	64	64	Testis	Testis
MGI:101932	viable	NA	MP:0001402|MP:0002757|MP:0010053|MP:0005293|MP:0005642|MP:0010463|MP:0001417|MP:0001392|MP:0002968|MP:0001488|MP:0000218|MP:0002590|MP:0005559|MP:0011940|MP:0002941|MP:0001258|MP:0005343|MP:0013279|MP:0004924|MP:0001399|MP:0002797|MP:0000194|MP:0002608|MP:0003020|MP:0001925	NA	NA	decreased locomotor activity|decreased vertical activity|decreased grip strength|impaired glucose tolerance|decreased mean corpuscular hemoglobin concentration|aorta stenosis|decreased exploration in new environment|abnormal locomotor behavior|increased circulating alkaline phosphatase level|increased startle reflex|increased leukocyte cell number|increased mean corpuscular volume|increased circulating glucose level|decreased food intake|increased circulating alanine transaminase level|decreased body length|increased circulating aspartate transaminase level|increased fasting circulating glucose level|abnormal behavior|hyperactivity|increased thigmotaxis|increased circulating calcium level|increased hematocrit|decreased circulating chloride level|male infertility	NA	NA	Cpe<tm1b(EUCOMM)Hmgu>	NA	NA	C57BL/6NTac	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Echo|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Hematology|Indirect Calorimetry|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Rotarod|Viability Primary Screen|X-ray	16	0	yes	one2one	HGNC:2303	CPE	0.0449746021302837	n	n	VP	VP	50	10	Pancreas_Islets	Brain_Caudate_basal_ganglia
MGI:101938	viable	NA	MP:0001147|MP:0002941|MP:0004952|MP:0005343|MP:0001304|MP:0001925	NA	NA	small testis|increased circulating alanine transaminase level|increased spleen weight|increased circulating aspartate transaminase level|cataract|male infertility	NA	NA	Mlh1<tm1b(EUCOMM)Hmgu>	NA	NA	C57BL/6NTac	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Echo|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Hematology|Indirect Calorimetry|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	17	0	yes	one2one	HGNC:7127	MLH1	-0.0496497456263885	n	n	VP	VP	23	36	Cells_EBV.transformed_lymphocytes	Heart_Left_Ventricle
MGI:101939	viable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Fertility of Homozygous Knock-out Mice|Viability Primary Screen	2	0	no	one2one	HGNC:5008	HMGCS2	0.00892889986747361	n	n	VnP_insufficient_procedures	NA	39	39	Liver	Liver
MGI:101948	viable	NA	MP:0000266|MP:0002135|MP:0001146|MP:0000274|MP:0009709|MP:0001120|MP:0005565|MP:0001147	NA	NA	abnormal heart morphology|abnormal kidney morphology|abnormal testis morphology|enlarged heart|hydrometra|abnormal uterus morphology|increased blood urea nitrogen level|small testis	NA	NA	Wnt11<tm1.1(KOMP)Vlcg>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	19	0	yes	one2one	HGNC:12776	WNT11	-0.0201546382968582	n	n	VP	VP	1	2	Adipose_Subcutaneous	Adipose_Visceral_Omentum
MGI:101950	viable	NA	MP:0001562|MP:0000202	NA	NA	abnormal circulating calcium level|abnormal circulating alkaline phosphatase level	NA	NA	Calcr<em1(IMPC)Rbrc>	NA	NA	C57BL/6NJcl	NA	NA	Fertility of Homozygous Knock-out Mice|Gross Pathology and Tissue Collection|Viability Primary Screen|X-ray	4	0	no	one2one	HGNC:1440	CALCR	0.0327206097153567	n	n	VP	VP	16	16	Brain_Hypothalamus	Brain_Hypothalamus
MGI:102462	viable	NA	MP:0001925	MP:0008528	NA	male infertility	polycystic kidney	NA	Slc9a1<em1(IMPC)Mbp>	Slc9a1<em1(IMPC)Mbp>	NA	C57BL/6NCrl	C57BL/6NCrl	NA	Fertility of Homozygous Knock-out Mice|Viability Primary Screen	2	0	no	one2one	HGNC:11071	SLC9A1	0.0202812442622252	n	n	VP	VP	61	62	Stomach_Mixed_Cell	Stomach_Mucosa
